engine_displacement_cc,vehicle_weight_kg,drag_coefficient,transmission_type,fuel_type,cylinders,turbocharged,drivetrain,tire_type,aerodynamics_package,fuel_efficiency_mpg
3524.5545039890517,1905.2018170506162,,Manual,Petrol,4.0,Yes,FWD,Eco,Eco,41.36129891252416
4179.2452141665935,3214.0678499336627,0.3986386397463207,Automatic,Diesel,4.0,No,4WD,Eco,Eco,31.252882169590766
3010.5483724207684,1420.8774359059325,0.2596285671956707,Automatic,Diesel,4.0,No,4WD,All-Season,Sport,22.90632848165341
3307.6155385054362,1375.382700867725,0.43057899903839747,Manual,Petrol,,No,4WD,Eco,Standard,31.926331736341787
2970.0707752754556,,0.4204527748782363,Manual,Hybrid,4.0,Yes,AWD,Eco,Eco,16.025580151169475
1780.971951192178,2559.50042851489,0.38356093664528135,Automatic,Petrol,,Yes,FWD,All-Season,Eco,33.17790776741489
3889.8084610460214,1795.021128054155,0.36864431402147685,Manual,,3.0,No,,All-Season,Eco,41.57429636522524
2123.089449763423,3133.76727456702,0.4284604996279304,Manual,Petrol,4.0,,RWD,Eco,Sport,58.59331229254724
1097.2638657258153,2077.666748067204,0.28706603590574287,AMT,Diesel,4.0,No,FWD,Off-Road,Sport,49.36872088488988
3581.889183628671,3414.1222553697485,0.26579383243816573,Automatic,Diesel,3.0,No,4WD,All-Season,Sport,20.57911565666207
1708.4427176281956,1300.918892398427,0.2979020339819076,Automatic,,4.0,No,AWD,All-Season,Eco,22.387316221898054
4761.8343374116575,3145.282553480149,0.4089156557400381,Automatic,Diesel,8.0,No,AWD,Eco,Sport,36.40616839091874
4815.71430801035,2896.811502537703,0.2569340533452967,Automatic,Petrol,4.0,Yes,FWD,Eco,Eco,24.785387581939393
4659.457560881794,2881.4889805389403,0.36656136701669795,Automatic,Diesel,4.0,No,FWD,All-Season,Standard,16.392488879137787
2480.6348010217775,3080.914715915597,0.44908750323826196,Automatic,Petrol,8.0,No,4WD,Eco,Eco,55.25074400590351
1061.8264661154697,2854.764775546097,0.42113921876750793,CVT,,6.0,No,4WD,All-Season,Sport,15.976128534899706
4713.274250350902,2490.7948684048215,,Manual,Hybrid,4.0,No,RWD,Off-Road,Standard,56.534480259900704
2712.7365932692574,1154.3611697424465,0.2627281818573285,Automatic,Petrol,6.0,Yes,4WD,Off-Road,,22.2051981516483
4866.619276174679,887.8206846263802,0.41627470287714197,Automatic,Petrol,6.0,No,,All-Season,Standard,63.733920540355804
4854.4799083570115,3286.2891891023546,0.3697957016354421,DCT,Diesel,4.0,No,RWD,All-Season,Standard,45.193695591309506
4412.03782186944,2464.9558492059928,0.2729865994119134,Automatic,Electric,4.0,Yes,RWD,Performance,Standard,51.74914858149477
2177.7955682783427,2950.650685635676,0.26877145696467125,Automatic,Petrol,4.0,No,RWD,Performance,Eco,20.524181398403243
2540.390914407701,2100.110349083885,0.4319253638873185,Manual,Petrol,8.0,Yes,FWD,,Sport,58.10520367257401
4404.546686067428,1116.732110198465,0.38384005258761567,Automatic,Petrol,4.0,Yes,4WD,Eco,,56.95961714357692
2267.6880206251108,1138.0016389468863,0.41585735986335115,Manual,Diesel,3.0,Yes,RWD,All-Season,Sport,47.649636577085886
1677.9709867443698,2651.026275518223,0.42579578005645347,Automatic,Petrol,6.0,No,FWD,All-Season,Eco,40.11374322976937
3227.2050498334006,1961.8259162285492,0.36435447040966445,Manual,Diesel,4.0,No,FWD,Performance,Eco,51.07445865658362
4744.619096643124,1341.4167620909093,0.35348927035100824,Automatic,Electric,3.0,,RWD,Performance,Eco,15.296410766843907
3784.119186699892,2127.3052762018797,0.336085482064198,Manual,,4.0,No,RWD,,Sport,44.62203776992297
3280.24468035746,973.3641301028621,0.31338931755822386,Automatic,Petrol,4.0,,AWD,Off-Road,,57.37030674646183
1388.705975083074,2371.3227851688766,0.3369191921717424,,Petrol,6.0,Yes,RWD,,Standard,32.84499435873774
3460.028906796679,1526.2821919747637,0.4047759311460313,Manual,Petrol,4.0,Yes,AWD,Eco,Eco,20.41446782414584
4960.215400417053,2953.409571720408,0.37038468620302634,Automatic,,6.0,No,RWD,All-Season,Standard,36.04386248716031
1560.336060946096,1637.9772890936492,0.42850465799096926,Automatic,Petrol,4.0,Yes,RWD,All-Season,Sport,51.35522245292535
3073.318609454947,2029.0944025208632,0.33867600287583755,Manual,Petrol,3.0,No,4WD,Eco,Sport,20.365060518533625
4509.492287711822,831.3754577518717,0.3714179157437508,CVT,Diesel,8.0,No,RWD,Performance,Eco,25.302428010644498
3963.074471016818,995.606597045309,0.37626151061839774,Manual,Petrol,4.0,No,RWD,Performance,,22.377592341434998
3788.062963981072,1859.732602298049,0.3683394324612651,Automatic,Diesel,4.0,No,AWD,Off-Road,Eco,54.847387778761245
,2095.8348537362335,0.3905267546171033,Automatic,,4.0,Yes,AWD,All-Season,Standard,18.144631122624343
2437.964604879021,2420.05547992212,0.2974866936749613,Automatic,Hybrid,6.0,Yes,4WD,Performance,Sport,49.32932510572165
2174.3673770579735,1587.4889625151186,0.35247275550915813,Automatic,Hybrid,4.0,No,RWD,Off-Road,Standard,33.322846037659566
4237.444621914055,2676.451092541665,0.2708449605616695,Manual,Diesel,4.0,Yes,RWD,Off-Road,Standard,52.78956214426511
4240.453578716722,3122.3304724108525,0.3269022655289625,Manual,Electric,4.0,No,AWD,Off-Road,Eco,63.21917093920188
4468.289274320415,,0.3475334137242529,CVT,Petrol,4.0,Yes,FWD,Performance,Eco,20.727264979324115
4652.962210225885,906.9708284405643,0.3804448519090945,Automatic,Petrol,6.0,No,FWD,Performance,Standard,30.719252053372923
3045.369595443751,2097.368757596138,0.44010621051724075,CVT,,,No,FWD,All-Season,Standard,55.50627138594285
3006.0651787487986,1083.311481729072,0.37013021330967116,CVT,Diesel,4.0,No,AWD,All-Season,Eco,28.307919302558822
4193.180715867101,1453.5215428288243,0.39871878323531196,CVT,,4.0,Yes,AWD,Off-Road,Eco,25.756029852302046
3599.855723111061,3463.9890018212955,0.3512532118990406,Automatic,Petrol,4.0,Yes,FWD,,Standard,56.268898893448586
3807.8675090308134,1184.7379658340858,0.37682080627526626,Automatic,Petrol,8.0,No,FWD,Performance,Eco,
4183.170677744404,2146.9980143186613,0.26418644322675466,CVT,Petrol,4.0,Yes,RWD,Performance,Eco,42.84402950739829
4560.021367270265,2469.0204826589215,0.3008783161683694,Automatic,Petrol,12.0,No,AWD,All-Season,Standard,28.902437416666963
2351.980627406143,2696.6554204690806,0.32237061864102773,Manual,Diesel,4.0,No,AWD,All-Season,Standard,34.9282980800027
2502.3318105597764,2311.051445414668,0.3444986710013027,DCT,Petrol,4.0,No,FWD,Eco,Sport,23.50651636918045
1375.927759363476,826.3812880317959,0.25912974910047676,DCT,Petrol,6.0,No,FWD,All-Season,Standard,53.094363944537626
3313.1205639846958,1681.4455322587783,0.2780048195106635,Automatic,,4.0,Yes,4WD,Performance,Eco,53.673700891138395
1143.7690951869683,2197.821437138721,0.30536286155826114,Manual,Diesel,6.0,No,AWD,,Standard,58.756049619124724
2862.3920725298403,1037.2395476910501,0.44430653818021015,Automatic,Hybrid,12.0,No,4WD,Eco,Standard,16.330128179828193
3170.5785388303066,1746.692714264788,0.31626940142061016,CVT,Diesel,3.0,No,RWD,All-Season,Standard,43.099067081318964
2146.1650085131378,889.6483937366897,0.34640821162241653,DCT,Petrol,3.0,No,4WD,All-Season,Sport,25.71277171715922
3363.333042276043,1012.161942318556,,Manual,Hybrid,6.0,No,FWD,Performance,Sport,32.044150774617854
1122.0009997561976,1871.6928457443094,0.37215601421515365,Manual,Diesel,4.0,Yes,AWD,Eco,Eco,54.24778076432538
1149.3927549968575,,0.3061366431031949,DCT,Petrol,4.0,Yes,AWD,All-Season,Sport,24.601682618074808
4290.402242638633,2332.360290306207,0.2913985156876854,Automatic,Diesel,3.0,No,,Off-Road,,46.917087529054484
2440.762565645052,2661.5554166706174,0.3533145256891958,Automatic,Hybrid,3.0,Yes,4WD,Performance,Sport,47.728309561179906
1508.242050607539,2961.5840875945237,,AMT,Petrol,6.0,No,RWD,Eco,Standard,62.70469574511503
3088.9730402192176,1340.4056594609874,0.25153280652984505,,Petrol,4.0,No,RWD,All-Season,Sport,53.75804642644685
,1252.2029720994883,0.29381376182037156,Automatic,Petrol,4.0,Yes,FWD,All-Season,Sport,55.181757357684674
1863.2841099873726,1082.3331689028807,0.25734427250016423,Manual,Petrol,4.0,Yes,FWD,Eco,Sport,41.58003745089467
3491.561903276001,2518.3616737678194,0.2716051508261383,Automatic,Petrol,4.0,No,FWD,Performance,Standard,24.33904035811853
1341.3898599750719,2707.484461514633,0.31777212986775033,CVT,Diesel,3.0,Yes,4WD,Eco,Sport,36.27816828591758
1206.7268846744307,885.2825910292335,0.4105171359159626,Automatic,Petrol,6.0,No,4WD,Eco,Standard,
3125.418526272592,3327.7730648579627,0.3644097286738602,AMT,Hybrid,3.0,No,,Performance,,48.920962585685615
3162.540486440426,940.3224658589755,0.35253354519128327,Automatic,Diesel,6.0,No,FWD,All-Season,Eco,45.38545559159636
3549.719605992826,2261.5001053128904,0.30869776464162435,Automatic,Diesel,6.0,No,4WD,,Sport,34.698891445862174
3904.3653348906464,2714.4634025174746,0.43635074388656325,Manual,Hybrid,4.0,Yes,AWD,Performance,Eco,28.26565534979207
4903.408317850139,3151.6166341144312,0.32940300824743834,Automatic,Petrol,4.0,No,FWD,Off-Road,Eco,23.411542160184155
3065.201393204781,,0.2674185533591543,Automatic,Petrol,4.0,Yes,RWD,All-Season,Standard,49.692269313613316
2291.8258917649837,2964.6658242884378,0.37341330322356026,Manual,Diesel,,Yes,RWD,Eco,Sport,47.26993371562425
4180.744779074815,,0.27276767869532026,Automatic,Hybrid,6.0,No,4WD,Off-Road,Standard,49.36862328789033
2083.329005048297,3000.027807115583,0.31904462856033844,,Diesel,6.0,No,AWD,,Standard,33.62637264013974
2755.8856828225444,1016.3100852386228,0.3514823877435618,,Petrol,4.0,Yes,RWD,All-Season,Sport,28.12039112853725
1313.8255253690638,3216.0049713634244,0.4248445049370352,Automatic,Hybrid,4.0,No,AWD,Eco,Standard,52.986066434046265
1101.40297366183,2278.499415615088,0.34870931606802374,CVT,Petrol,8.0,No,AWD,Eco,Sport,53.682369752766704
4850.5936587117,3006.703978898733,0.39045175320633285,Manual,Hybrid,8.0,,RWD,All-Season,Sport,37.78081869834203
4343.920482048823,2021.2593681994103,0.4485633677998141,Manual,Electric,4.0,Yes,AWD,All-Season,Standard,45.59520423836621
3783.896824374792,2537.659777030617,0.27629782397959635,Automatic,Petrol,4.0,No,RWD,Off-Road,Standard,33.67598321158706
,2221.287184527506,0.3049463051039039,Automatic,,4.0,No,4WD,All-Season,Eco,50.09736000599034
1693.177280283383,,0.32891521511952926,Manual,Petrol,8.0,No,FWD,All-Season,Standard,56.78607983239356
1625.7481706843441,1020.4009514825918,0.3343656357077663,CVT,Petrol,4.0,No,,Off-Road,Sport,49.41166386678247
2000.9715926583813,962.9506267745222,,,Diesel,4.0,Yes,4WD,Performance,Eco,40.62913134235683
3196.906658824482,1467.1787318273955,0.43152220051131096,Automatic,Diesel,4.0,No,RWD,Off-Road,Sport,37.93289797461851
3858.3836908002495,1230.7706363056086,0.3928065288933713,Manual,Hybrid,4.0,No,RWD,Off-Road,Eco,47.115982548787215
3640.789506870925,3153.8156297989444,,CVT,Diesel,4.0,No,RWD,Eco,Standard,48.99054458006651
2119.7355877837713,1391.8777658667195,0.3118745435725564,Automatic,Petrol,12.0,Yes,RWD,Off-Road,Standard,42.93647217622695
4819.461122652776,3434.8361907116546,0.4147580768442589,CVT,Hybrid,3.0,Yes,,All-Season,Standard,46.24711375536975
3951.587666783074,1709.6186377819886,0.44101210229699783,CVT,Electric,4.0,Yes,FWD,All-Season,Sport,19.82943412472661
3217.416210045603,1291.718372359488,0.41423965651004535,CVT,Petrol,3.0,No,AWD,All-Season,Eco,62.58827580711634
3446.8829849374088,2932.185969284694,0.25031302103829456,Automatic,Electric,4.0,No,AWD,Performance,Sport,54.5386531866017
2678.4002497111596,2578.5109938523656,0.3772802740366814,Manual,Petrol,4.0,No,FWD,All-Season,Eco,33.696393485339186
1990.9239580046299,2145.1284344234755,0.2602270762884201,Automatic,Hybrid,4.0,Yes,4WD,Performance,Standard,43.140630547681496
2423.890714605046,2299.4815875316044,0.30152144406674436,Automatic,Petrol,4.0,Yes,AWD,All-Season,Sport,17.366226506821068
4031.3844418574763,2741.8448013351126,0.26190494006955434,CVT,Petrol,4.0,No,FWD,Off-Road,Standard,17.06139069995302
1057.5739545190236,1416.8278015945066,0.37075909058987755,Manual,Petrol,3.0,No,4WD,Eco,,27.539916755598135
1464.290562027665,3490.101573353203,0.38731798269852136,Manual,Diesel,4.0,No,AWD,All-Season,Standard,49.48508211823116
1184.010568087011,3431.9415377963146,0.27289752761318103,,Petrol,8.0,Yes,RWD,Performance,Sport,57.60738739000058
1162.9152092758804,2555.8793531367296,0.3267677766089959,CVT,Petrol,8.0,No,RWD,Performance,Sport,42.95929399899242
4421.842336044028,1338.764617508692,0.3412473017911084,DCT,Diesel,4.0,Yes,4WD,Eco,Eco,41.606636979117624
3814.6314375200946,2636.6162545644866,0.32381060435218334,CVT,Hybrid,4.0,,RWD,All-Season,Standard,35.1154766895733
2896.695316349301,994.9357042437748,0.27420500009703863,Automatic,Petrol,8.0,No,4WD,Off-Road,Eco,23.079897797901058
1391.3366426040059,,0.3337895580374951,Automatic,Petrol,3.0,Yes,FWD,All-Season,Eco,20.917705066329376
2966.463500467329,1495.743798980277,0.40023560956168364,DCT,Petrol,6.0,Yes,FWD,All-Season,Standard,53.033988061048305
,2049.081983196154,0.2642015329066511,Automatic,Petrol,8.0,,AWD,Eco,Sport,61.37517756482878
1692.8074796400606,3144.3357646026275,0.2660360028163807,Automatic,Hybrid,3.0,No,4WD,All-Season,Eco,37.91416081931366
2735.4065969518924,2763.3564883690315,0.3209542583671968,Manual,Hybrid,4.0,No,AWD,Off-Road,Standard,47.97228293578191
2594.018937589494,2805.307607239949,0.438345142323785,Automatic,Diesel,8.0,No,AWD,Performance,Sport,60.72288254404706
3463.400392208866,1948.8320030098034,0.38371452934458283,CVT,Petrol,4.0,Yes,FWD,Eco,Eco,19.505681646707227
3540.374603470575,1734.0244798768,0.38573399133451297,Manual,Diesel,3.0,Yes,AWD,Off-Road,Eco,53.52407265595149
1181.2160390881781,1801.8046600584273,,Manual,Diesel,4.0,,RWD,Performance,Eco,45.840844218778756
2498.450458505885,3466.6538220873563,0.3687321582417077,Automatic,Hybrid,4.0,No,AWD,Eco,Sport,44.93185894149307
3503.4396628569457,908.2948168137027,0.2520262368055487,Manual,Diesel,,No,4WD,Eco,Eco,29.627021424078492
3012.545034320351,3140.985039530611,0.37721920928190844,Manual,Diesel,6.0,Yes,RWD,Performance,Sport,49.194667738883844
4425.959364753289,2362.423603145462,0.43265738951524735,Automatic,Diesel,12.0,No,FWD,Performance,Eco,54.73988774103883
,1984.2616318118942,,DCT,,4.0,Yes,4WD,Off-Road,Standard,20.642908247184856
1651.7377083257188,2758.1956831208686,0.424739718693269,Automatic,Electric,4.0,No,RWD,All-Season,Eco,41.67607154904919
1282.2749896017194,2114.0061418466976,0.3947946110932188,Manual,Diesel,4.0,No,4WD,All-Season,Standard,20.063259049370483
3569.6771128252626,3158.2427428204837,0.27411168328073804,Manual,Diesel,4.0,No,RWD,All-Season,Standard,58.62870096488223
1106.0452421664872,3231.895032830398,0.43049066145716836,Automatic,Petrol,4.0,No,4WD,All-Season,Standard,
3343.1023250938533,,0.263288768871155,Automatic,Diesel,8.0,No,4WD,All-Season,Sport,55.39828446303787
4760.92096569983,1547.4350525346392,0.3567934945095528,CVT,Diesel,6.0,No,RWD,Off-Road,Standard,
3301.8967115035157,2399.3458872020783,0.27842742475869153,Automatic,Petrol,4.0,No,FWD,Eco,Eco,21.25391134081627
2552.679704826088,3263.3810331650657,0.2523413221461808,CVT,Petrol,4.0,Yes,FWD,Off-Road,Sport,17.074965219285573
3573.1528737694125,1368.7879103152998,0.3344068520255278,Manual,Diesel,4.0,No,4WD,Off-Road,Standard,29.075481038618776
2833.0115619660664,2482.0097756214036,0.3090081415308312,Automatic,Diesel,4.0,Yes,4WD,,Sport,27.211685018203926
3182.46715726374,2505.2125942498055,0.3472000987595206,Manual,Diesel,4.0,No,FWD,Eco,Sport,43.01759870099809
,2779.405160521259,0.36543997734691014,DCT,Petrol,4.0,No,FWD,Off-Road,Sport,16.08694190318537
2544.410551203097,1155.2327498436016,0.25874781446178946,Automatic,Diesel,,No,AWD,Off-Road,Eco,41.02852721495867
4844.762255295656,2732.727404641639,,Automatic,Petrol,4.0,Yes,FWD,Eco,Standard,34.58858710060016
4621.402567824255,3254.3878057972306,0.36172847929008506,Manual,Petrol,4.0,Yes,4WD,Off-Road,Sport,43.85611349572211
1783.1645391571858,1285.1443939496532,0.3186334706345316,Manual,Petrol,6.0,No,RWD,All-Season,Sport,50.12087640751823
1277.4452035006618,1441.3669772944695,0.39583469750988964,Automatic,Petrol,4.0,No,FWD,,Sport,46.70459725399195
1403.1120055097067,3422.766753912427,0.38045832971838794,Manual,Petrol,4.0,No,AWD,,Standard,64.23221846866832
1072.887302606199,1288.6377723156224,0.41912087259798136,Automatic,Petrol,4.0,Yes,AWD,Performance,Sport,21.913267193843552
1377.7718430237137,3106.8397520978638,,Manual,Petrol,4.0,No,AWD,Off-Road,,36.48685044648893
3732.0270936654274,2129.150212409694,0.33598621547802965,Automatic,Petrol,6.0,No,RWD,Off-Road,Eco,36.24153683216556
1284.754593840916,1467.523900888578,0.3845933244788865,CVT,Diesel,4.0,Yes,FWD,All-Season,Standard,35.852660185146036
2275.902521175045,3151.024733435781,0.3050762348510837,CVT,Petrol,6.0,Yes,FWD,Eco,Eco,48.189919602133415
4379.501243877818,2002.3241885071968,0.3112626997556425,,Petrol,4.0,No,FWD,Performance,Standard,39.49140302733612
1093.0877429433035,2190.0068556101633,0.4077970319841587,Manual,Hybrid,4.0,No,RWD,Eco,Standard,40.87162799064815
4257.873930355743,1769.9300973793675,0.33928390328031643,Manual,Petrol,6.0,No,RWD,All-Season,Standard,36.617799607338235
2127.4190990935995,2400.967298874304,0.4096760681036705,Automatic,Diesel,4.0,No,,All-Season,Eco,64.58497305092813
1472.6593104866251,1241.5144559795615,0.4144844747336557,Automatic,Petrol,4.0,No,AWD,Performance,Eco,61.37806744095211
3786.9486614566026,1855.920148959754,0.4215124675322568,Automatic,Petrol,4.0,No,AWD,Eco,Eco,30.386209468218546
3515.771387119536,3417.4132703052765,0.43332704716824144,Manual,Diesel,4.0,,FWD,All-Season,Eco,20.57969623833336
4509.888054108212,1496.9602682930445,0.33619704410265927,Manual,Diesel,3.0,Yes,RWD,Off-Road,Sport,56.98823620193014
3940.284175215543,2573.188994261489,0.31377336366422776,Manual,Hybrid,,No,RWD,Off-Road,Sport,64.85851257128623
4213.923721539394,1678.0131734066763,0.3664397493188228,DCT,Diesel,4.0,,FWD,Off-Road,Sport,29.630444701982277
2128.138290285226,2888.377439353822,0.3242344846875255,Manual,,4.0,No,FWD,Eco,Standard,32.889246292088316
1709.7581751188914,1153.3588839395445,0.37021483336004657,Automatic,Petrol,8.0,No,4WD,Off-Road,Sport,62.081659074260145
4002.4590065634334,3418.516821712071,0.39111717252876493,Manual,Petrol,4.0,Yes,AWD,Off-Road,Standard,50.556475900154496
4227.338957069056,2025.231761735826,0.3876810036984274,Automatic,Petrol,6.0,No,AWD,All-Season,Eco,29.781916588981808
4962.020568002694,1437.3362510354527,0.3249105774040243,Automatic,Petrol,4.0,Yes,AWD,All-Season,Standard,44.05232456419576
2650.470707645706,998.4412177910342,0.28337204033975055,DCT,Diesel,4.0,,4WD,Off-Road,Standard,
2488.0723431711326,1258.34634373636,0.3361058676924415,,,6.0,No,FWD,,Sport,55.59065534728893
4105.651842967987,,0.27851882881638174,Automatic,Petrol,4.0,No,FWD,All-Season,Eco,52.09163568643298
2363.2141610120716,1709.908576364473,0.42801940703676167,DCT,Hybrid,6.0,No,AWD,Performance,Eco,51.84981558635112
4723.029302414259,3037.9850878830457,0.31917549214757146,,,4.0,Yes,AWD,Eco,Sport,23.901016214613517
4433.651007372047,1963.396313886876,0.2808919494446648,CVT,Petrol,3.0,No,4WD,Eco,Eco,56.234061961396826
2715.976109500073,1471.5285359866007,0.2550895519811502,CVT,Petrol,4.0,Yes,RWD,All-Season,Eco,28.805931622172906
4003.4842711659894,2466.291463830881,0.37916447725729685,Manual,Petrol,4.0,,RWD,Eco,Eco,61.518332895076476
4018.1714963387294,2708.2984855907034,0.37738046349094867,,Petrol,6.0,No,AWD,All-Season,Sport,33.23199955068915
1412.4954753437305,1251.0131513325646,0.31812083331625834,Manual,Petrol,4.0,No,,All-Season,Eco,57.883019852112824
4610.211626718266,1252.5718839784577,0.2643423777695302,Manual,Diesel,8.0,No,AWD,All-Season,Standard,28.31167472589007
3021.0094897914287,899.012852720566,0.3319257789790464,AMT,Petrol,8.0,Yes,RWD,,Standard,40.726346829112025
4305.829864430967,2788.2854406772294,0.3122434990126787,,Petrol,4.0,No,AWD,Performance,Eco,20.344264774453027
2280.198404122447,,,CVT,Electric,4.0,Yes,RWD,Off-Road,Sport,48.0059451498087
,2081.5033645244976,0.37115584989053807,CVT,Diesel,6.0,No,RWD,Off-Road,Sport,56.803963758341915
2556.8067149366525,3079.2602122168323,0.322918745639508,DCT,Hybrid,8.0,Yes,RWD,Performance,Sport,50.9223640651208
1043.3506059211934,2975.3094129651436,0.293578510850998,AMT,Petrol,4.0,Yes,,Eco,Eco,41.16292564693286
4621.527905677054,2380.456783871231,0.4476071932311184,Manual,Petrol,4.0,No,FWD,Eco,Eco,17.255793930072976
1365.1467071445343,3144.3324573857985,0.34080032423922296,Manual,Diesel,4.0,No,AWD,Off-Road,Standard,61.67205035854292
2277.2545503616593,1355.7712670992742,0.3876548471560474,Automatic,Petrol,4.0,Yes,RWD,Eco,Sport,50.27447742893173
4800.24786820322,1102.1829723738651,0.27811059351567213,Manual,Petrol,4.0,Yes,FWD,Off-Road,Standard,52.29321191826665
4802.428587750224,1528.323951095872,0.34711793993187956,Manual,Diesel,6.0,No,AWD,Off-Road,Standard,54.73402877554036
3293.7515524931446,954.1345114411502,0.2555073439738931,Automatic,Diesel,3.0,Yes,,Performance,Sport,52.38717129638054
3527.348848679197,2234.1577256027867,,CVT,Petrol,3.0,Yes,AWD,Eco,Eco,37.05580820491669
2793.782087913279,3328.835369196396,0.4428034814235405,Automatic,Petrol,4.0,No,AWD,Performance,Eco,51.68109146439734
2172.843086792258,906.2275598049761,0.32684134259716,Automatic,Petrol,4.0,Yes,AWD,Off-Road,Standard,46.25133939051645
2314.6581814796637,1129.6967678270723,0.25779920251498234,Automatic,Petrol,4.0,No,4WD,Off-Road,Standard,57.70081668343933
3690.0738243081537,2020.9373763652752,0.25619115818386873,Manual,Petrol,4.0,No,RWD,Off-Road,Standard,55.12299076686852
4009.49811775072,3321.462547325343,0.3275973519893739,Manual,Petrol,4.0,No,AWD,All-Season,Standard,17.068719123362996
4166.316174903394,1653.6214834372263,0.2820049872926388,,Petrol,4.0,No,4WD,All-Season,Sport,33.94435451663026
4158.472571178216,2169.5339834586593,0.25467041926563716,Automatic,Electric,4.0,No,RWD,All-Season,Standard,16.73580760919473
1364.8244121947614,912.2467194360587,0.40124272279003537,CVT,Diesel,8.0,Yes,FWD,Performance,Standard,20.103746238304897
2977.681218810326,1200.52664259764,0.3417046017763781,Manual,,4.0,Yes,AWD,Off-Road,Eco,45.07053610018057
1230.235040066577,3463.901331988887,0.3078489543945309,CVT,Petrol,4.0,No,4WD,Eco,Eco,58.69109105811267
3198.115529294942,3405.820480377323,0.43001663660329614,Automatic,Petrol,4.0,Yes,FWD,Performance,Eco,20.99123793546336
2766.1220054935084,813.337948522906,0.2732277920401051,Automatic,Petrol,12.0,No,4WD,Performance,Sport,37.554464373341574
4550.816731033199,3369.891820642745,0.4411837657910639,Automatic,Petrol,4.0,No,,Performance,Sport,60.54394524032219
2403.6600502083147,2525.623832101851,0.31279334347547055,DCT,Petrol,4.0,Yes,RWD,Eco,Eco,55.71504918357939
1468.2680657104233,3143.3793952040596,0.42768073446173627,Automatic,Diesel,6.0,No,FWD,Off-Road,Eco,40.98339482329649
1571.9667282113435,2027.7976102114196,0.3705885752958923,Automatic,Diesel,4.0,No,4WD,All-Season,Standard,53.57857196644155
4046.042526869889,2192.1092771639755,,AMT,Diesel,3.0,No,AWD,Off-Road,Standard,41.13468870222685
3472.872253265044,2119.8857666936847,0.44680263264209286,,Petrol,4.0,No,AWD,Off-Road,Sport,22.90461686414244
1404.490704491161,2600.5334953744814,,Automatic,Hybrid,3.0,No,FWD,Performance,Sport,21.236805661083956
1336.4272244599897,1177.0583878420448,,CVT,Petrol,4.0,No,FWD,Performance,Standard,24.41841160335349
3803.87652583648,,0.32789637898048407,Automatic,Petrol,6.0,No,FWD,Performance,Eco,32.54610474828397
1291.0520254567741,1631.4108422962154,0.3271023809473845,Manual,Petrol,4.0,No,,All-Season,Standard,61.526463383700936
4287.440237161425,2702.638059388946,0.3180774208509011,Automatic,,,Yes,AWD,All-Season,Sport,54.98392068268007
3824.968908625985,1345.0043207319604,0.35828152146951703,DCT,Electric,3.0,Yes,AWD,All-Season,Sport,36.640078061315876
1325.3951225675992,2618.2675699772767,0.28082900863569743,DCT,Petrol,6.0,No,AWD,Off-Road,Standard,
1339.3508563407677,3418.7625244896303,0.3607422970716022,Automatic,Hybrid,4.0,Yes,FWD,Performance,Standard,28.28047288332074
4946.558314004702,1053.5319326314298,0.3583409624820008,Automatic,,,Yes,AWD,,Standard,50.217647823606505
2497.0831830244815,2616.0257192078407,0.402380362520974,Manual,Petrol,4.0,No,RWD,Off-Road,Sport,55.1382835731019
2482.5685882675634,1998.1255921223421,0.4167299923875171,AMT,Petrol,8.0,,FWD,All-Season,Eco,26.94523478337883
4251.19826903001,3143.9840868192646,0.3380882700624848,AMT,Petrol,3.0,No,AWD,Eco,Standard,17.09108118932327
4788.994309535435,1278.304431507942,0.31046664987029876,Automatic,Electric,4.0,No,4WD,Eco,Sport,46.19444715814852
4944.004255291484,,0.3018669794634189,CVT,Petrol,4.0,No,FWD,Performance,Sport,43.12560595676583
4013.5127410357663,3062.9112820498976,0.2889247673409744,CVT,Diesel,4.0,No,RWD,Eco,Sport,35.106557751443816
2505.038342123663,3350.458392579863,0.261529516439805,Automatic,Petrol,4.0,Yes,RWD,All-Season,Standard,47.194697088660504
1334.0028667946751,,0.3184895957669427,Manual,Diesel,4.0,No,4WD,,Standard,42.530664899257175
4108.587663709747,2142.3718628227534,0.3040495384261567,Automatic,Petrol,4.0,No,4WD,Eco,Eco,27.52907882970964
3233.61699894322,,0.4432834771732815,Automatic,Diesel,4.0,No,FWD,Performance,Sport,34.88644878113612
2696.8880369879053,3146.0434580925394,0.3615417652500088,Automatic,Hybrid,4.0,,FWD,Eco,Standard,36.40567848736208
4625.417540378944,,0.3194554078061015,Automatic,Hybrid,4.0,Yes,,Off-Road,Sport,59.01239972377818
1444.7899292246054,882.0450611814595,0.3660935201987392,DCT,Hybrid,6.0,No,4WD,Off-Road,Sport,63.045207706447975
2970.5004171634364,3313.56147786884,0.2778393402691391,Manual,Petrol,4.0,Yes,FWD,All-Season,Eco,59.65006811982485
1045.4145790696762,2661.722227785215,0.33880874984044057,Automatic,Diesel,4.0,,RWD,Off-Road,Standard,50.95890120259898
2874.6425679765052,2626.5861415985655,0.3752468642842128,Automatic,Petrol,4.0,No,4WD,Off-Road,Standard,44.24963668029109
1225.2131027273495,1382.3229114738365,0.3477795663584903,Automatic,Petrol,8.0,Yes,RWD,Off-Road,Sport,49.46308177329775
